"","posteam","season","game_id","home_team","away_team","home_score","away_score","touchdown","fourth_down_attempt","punt_inside_twenty","own_kickoff_recovery","extra_point_good","field_goal_made","return_touchdown","two_point_success","pass_touchdown","rush_touchdown","interception","fumble_lost","safety","offensive_retention","defensive_retention","special_retention"
"8864","PIT",2005,"2005_08_BAL_PIT","PIT","BAL",20,19,2,2,1,0,2,2,0,0,2,0,1,1,0,19,22,2
"8865","PIT",2005,"2005_09_PIT_GB","GB","PIT",10,20,1,0,0,0,2,2,0,0,0,1,1,0,0,19,22,2
"8866","PIT",2005,"2005_05_PIT_SD","LAC","PIT",22,24,3,0,2,0,3,1,0,0,1,2,0,1,0,19,22,2
"8867","PIT",2005,"2005_13_CIN_PIT","PIT","CIN",31,38,4,1,2,0,4,1,0,0,3,1,3,1,0,19,22,2
"8868","PIT",2005,"2005_16_PIT_CLE","CLE","PIT",0,41,5,0,2,0,5,2,0,0,2,3,0,0,0,19,22,2
"8869","PIT",2005,"2005_03_NE_PIT","PIT","NE",20,23,2,0,0,0,2,2,0,0,2,0,0,1,0,19,22,2
"8870","PIT",2005,"2005_12_PIT_IND","IND","PIT",26,7,1,1,1,0,1,0,0,0,1,0,2,0,0,19,22,2
"8871","PIT",2006,"2006_06_KC_PIT","PIT","KC",45,7,5,1,0,0,6,1,0,0,2,3,0,1,0,21,21,3
"8872","PIT",2006,"2006_17_PIT_CIN","CIN","PIT",17,23,3,0,1,0,2,1,0,0,1,2,1,1,0,21,21,3
"8873","PIT",2006,"2006_13_TB_PIT","PIT","TB",20,3,2,1,1,0,2,2,0,0,2,0,1,0,0,21,21,3
"8874","PIT",2006,"2006_12_PIT_BAL","BAL","PIT",27,0,1,3,2,0,0,0,1,0,0,0,2,1,0,21,21,3
"8875","PIT",2006,"2006_16_BAL_PIT","PIT","BAL",7,31,1,3,0,0,1,0,0,0,1,0,2,1,0,21,21,3
"8876","PIT",2006,"2006_05_PIT_SD","LAC","PIT",23,13,1,2,0,0,1,2,0,0,0,1,2,0,0,21,21,3
"8877","PIT",2006,"2006_03_CIN_PIT","PIT","CIN",20,28,2,3,0,0,2,2,0,0,0,2,3,1,0,21,21,3
"8878","PIT",2006,"2006_07_PIT_ATL","ATL","PIT",41,38,5,0,0,1,5,1,0,0,5,0,0,2,0,21,21,3
"8879","PIT",2006,"2006_14_CLE_PIT","PIT","CLE",27,7,3,0,0,0,3,2,0,0,1,2,0,1,0,21,21,3
"8880","PIT",2006,"2006_09_DEN_PIT","PIT","DEN",20,31,2,2,0,0,2,2,0,0,1,1,3,3,0,21,21,3
"8881","PIT",2006,"2006_11_PIT_CLE","CLE","PIT",20,24,4,0,0,0,3,1,1,0,2,1,3,0,0,21,21,3
"8882","PIT",2006,"2006_15_PIT_CAR","CAR","PIT",3,37,3,1,1,0,4,3,0,0,1,2,0,0,0,21,21,3
"8883","PIT",2006,"2006_10_NO_PIT","PIT","NO",38,31,5,0,1,0,5,1,0,0,3,2,0,0,0,21,21,3
"8884","PIT",2006,"2006_02_PIT_JAX","JAX","PIT",9,0,0,1,5,0,0,0,0,0,0,0,2,0,0,21,21,3
"8885","PIT",2006,"2006_08_PIT_OAK","LV","PIT",20,13,3,3,0,0,1,2,2,0,1,0,4,0,0,21,21,3
"8886","PIT",2006,"2006_01_MIA_PIT","PIT","MIA",28,17,3,1,0,0,4,0,0,0,3,0,0,1,0,21,21,3
"8887","PIT",2007,"2007_02_BUF_PIT","PIT","BUF",26,3,2,0,1,0,2,4,0,0,1,1,1,0,0,22,21,2
"8888","PIT",2007,"2007_10_CLE_PIT","PIT","CLE",31,28,3,0,0,0,2,3,0,1,2,1,1,0,0,22,21,2
"8889","PIT",2007,"2007_16_PIT_STL","LA","PIT",24,41,4,1,0,0,5,2,0,0,3,1,0,0,0,22,21,2
"8890","PIT",2007,"2007_14_PIT_NE","NE","PIT",34,13,1,4,1,0,1,2,0,0,1,0,0,0,0,22,21,2
"8891","PIT",2007,"2007_07_PIT_DEN","DEN","PIT",31,28,5,1,1,0,4,0,1,0,4,0,2,1,0,22,21,2
"8892","PIT",2007,"2007_11_PIT_NYJ","NYJ","PIT",19,16,1,0,2,0,1,3,0,0,1,0,1,1,0,22,21,2
"8893","PIT",2007,"2007_08_PIT_CIN","CIN","PIT",13,24,3,0,1,0,3,1,0,0,2,1,1,0,0,22,21,2
"8894","PIT",2007,"2007_04_PIT_ARI","ARI","PIT",21,14,3,1,2,0,2,0,1,0,2,0,2,0,0,22,21,2
"8895","PIT",2007,"2007_17_PIT_BAL","BAL","PIT",27,21,3,2,1,0,3,0,0,0,2,1,2,1,0,22,21,2
"8896","PIT",2007,"2007_13_CIN_PIT","PIT","CIN",24,10,3,0,0,0,3,1,0,0,2,1,2,2,0,22,21,2
"8897","PIT",2007,"2007_05_SEA_PIT","PIT","SEA",21,0,3,0,3,0,3,0,0,0,1,2,0,0,0,22,21,2
"8898","PIT",2007,"2007_03_SF_PIT","PIT","SF",37,16,3,0,1,0,4,3,1,0,1,1,0,1,0,22,21,2
"8899","PIT",2007,"2007_15_JAX_PIT","PIT","JAX",22,29,3,1,2,0,2,0,0,1,3,0,0,0,0,22,21,2
"8900","PIT",2007,"2007_01_PIT_CLE","CLE","PIT",7,34,4,2,4,0,4,2,0,0,4,0,0,1,0,22,21,2
"8901","PIT",2007,"2007_12_MIA_PIT","PIT","MIA",3,0,0,1,5,0,0,1,0,0,0,0,1,0,0,22,21,2
"8902","PIT",2007,"2007_09_BAL_PIT","PIT","BAL",38,7,5,0,4,0,5,1,0,0,5,0,1,1,0,22,21,2
"8903","PIT",2008,"2008_14_DAL_PIT","PIT","DAL",20,13,1,2,2,0,2,2,0,0,1,0,0,3,0,19,21,2
"8904","PIT",2008,"2008_13_PIT_NE","NE","PIT",10,33,3,0,0,0,3,4,0,0,2,1,1,0,0,19,21,2
"8905","PIT",2008,"2008_02_PIT_CLE","CLE","PIT",6,10,1,2,4,0,1,1,0,0,1,0,0,0,0,19,21,2
"8906","PIT",2008,"2008_05_PIT_JAX","JAX","PIT",21,26,4,0,1,0,2,2,1,0,3,0,1,0,0,19,21,2
"8907","PIT",2008,"2008_17_CLE_PIT","PIT","CLE",31,0,3,0,1,0,4,1,0,0,0,3,1,0,0,19,21,2
"8908","PIT",2008,"2008_16_PIT_TEN","TEN","PIT",31,14,3,0,2,0,2,0,1,0,2,0,2,2,0,19,21,2
"8909","PIT",2008,"2008_01_HOU_PIT","PIT","HOU",38,17,5,0,0,0,5,1,0,0,2,3,0,1,0,19,21,2
"8910","PIT",2008,"2008_09_PIT_WAS","WAS","PIT",6,23,3,0,0,0,2,1,0,0,1,2,1,0,0,19,21,2
"8911","PIT",2008,"2008_15_PIT_BAL","BAL","PIT",9,13,1,0,0,0,1,2,0,0,1,0,0,2,0,19,21,2
"8912","PIT",2008,"2008_10_IND_PIT","PIT","IND",20,24,2,1,2,0,2,2,0,0,0,2,3,0,0,19,21,2
"8913","PIT",2008,"2008_03_PIT_PHI","PHI","PIT",15,6,0,1,3,0,0,2,0,0,0,0,1,2,1,19,21,2
"8914","PIT",2008,"2008_11_SD_PIT","PIT","LAC",11,10,0,1,1,0,0,3,0,0,0,0,0,0,0,19,21,2
"8915","PIT",2008,"2008_08_NYG_PIT","PIT","NYG",14,21,2,4,2,0,2,0,0,0,1,1,4,0,1,19,21,2
"8916","PIT",2008,"2008_12_CIN_PIT","PIT","CIN",27,10,3,1,1,0,3,2,0,0,1,2,0,0,0,19,21,2
"8917","PIT",2008,"2008_04_BAL_PIT","PIT","BAL",23,20,1,0,2,0,2,3,0,0,1,0,1,0,0,19,21,2
"8918","PIT",2008,"2008_07_PIT_CIN","CIN","PIT",10,38,5,0,2,0,5,1,0,0,3,2,0,0,0,19,21,2
"8919","PIT",2009,"2009_06_CLE_PIT","PIT","CLE",27,14,3,1,0,0,3,2,0,0,2,1,1,3,0,17,21,3
"8920","PIT",2009,"2009_01_TEN_PIT","PIT","TEN",13,10,1,0,4,0,1,2,0,0,1,0,2,1,0,17,21,3
"8921","PIT",2009,"2009_02_PIT_CHI","CHI","PIT",17,14,2,1,1,0,2,0,0,0,1,1,1,1,0,17,21,3
"8922","PIT",2009,"2009_09_PIT_DEN","DEN","PIT",10,28,4,0,3,0,4,0,1,0,3,0,1,1,0,17,21,3
"8923","PIT",2009,"2009_04_SD_PIT","PIT","LAC",38,28,5,1,1,0,5,1,0,0,3,2,0,1,0,17,21,3
"8924","PIT",2009,"2009_05_PIT_DET","DET","PIT",20,28,5,0,1,0,4,0,1,0,3,1,1,0,0,17,21,3
"8925","PIT",2009,"2009_03_PIT_CIN","CIN","PIT",23,20,3,1,1,0,2,2,1,0,1,1,1,0,0,17,21,3
"8926","PIT",2009,"2009_07_MIN_PIT","PIT","MIN",27,17,1,0,2,0,3,2,0,0,1,0,0,1,0,17,21,3
"8927","PIT",2009,"2009_15_GB_PIT","PIT","GB",37,36,4,1,2,0,4,3,0,0,3,1,0,0,0,17,21,3
"8928","PIT",2009,"2009_11_PIT_KC","KC","PIT",27,24,3,1,2,0,3,1,0,0,3,0,2,1,0,17,21,3
"8929","PIT",2009,"2009_17_PIT_MIA","MIA","PIT",24,30,3,1,1,0,3,3,0,0,3,0,1,1,0,17,21,3
"8930","PIT",2009,"2009_14_PIT_CLE","CLE","PIT",13,6,0,2,3,0,0,2,0,0,0,0,0,0,0,17,21,3
"8931","PIT",2009,"2009_12_PIT_BAL","BAL","PIT",20,17,2,0,3,0,2,1,0,0,1,1,1,0,0,17,21,3
"8932","PIT",2009,"2009_13_OAK_PIT","PIT","LV",24,27,3,1,2,0,3,1,0,0,2,1,1,0,0,17,21,3
"8933","PIT",2009,"2009_10_CIN_PIT","PIT","CIN",12,18,0,2,2,0,0,4,0,0,0,0,1,0,0,17,21,3
"8934","PIT",2009,"2009_16_BAL_PIT","PIT","BAL",23,20,2,0,1,0,2,3,0,0,1,1,1,1,0,17,21,3
"8935","PIT",2010,"2010_14_CIN_PIT","PIT","CIN",23,7,0,0,3,0,2,3,0,0,0,0,0,0,0,17,18,3
"8936","PIT",2010,"2010_16_CAR_PIT","PIT","CAR",27,3,3,1,2,0,3,2,0,0,1,2,0,2,0,17,18,3
"8937","PIT",2010,"2010_09_PIT_CIN","CIN","PIT",21,27,3,0,2,0,3,2,0,0,2,1,1,1,0,17,18,3
"8938","PIT",2010,"2010_08_PIT_NO","NO","PIT",20,10,1,1,2,0,1,1,0,0,0,1,1,1,0,17,18,3
"8939","PIT",2010,"2010_15_NYJ_PIT","PIT","NYJ",17,22,2,0,0,0,2,1,0,0,1,1,0,0,1,17,18,3
"8940","PIT",2010,"2010_06_CLE_PIT","PIT","CLE",28,10,4,0,4,0,4,0,0,0,3,1,1,1,0,17,18,3
"8941","PIT",2010,"2010_03_PIT_TB","TB","PIT",13,38,4,1,1,0,5,1,0,0,3,1,2,0,0,17,18,3
"8942","PIT",2010,"2010_07_PIT_MIA","MIA","PIT",22,23,2,0,1,0,2,3,0,0,2,0,0,2,0,17,18,3
"8943","PIT",2010,"2010_17_PIT_CLE","CLE","PIT",9,41,5,1,0,0,5,2,0,0,3,2,0,0,0,17,18,3
"8944","PIT",2010,"2010_13_PIT_BAL","BAL","PIT",10,13,1,1,2,0,1,2,0,0,1,0,1,0,0,17,18,3
"8945","PIT",2010,"2010_12_PIT_BUF","BUF","PIT",16,19,1,0,0,0,1,4,0,0,0,1,0,1,0,17,18,3
"8946","PIT",2010,"2010_04_BAL_PIT","PIT","BAL",14,17,2,0,1,0,2,0,0,0,0,2,1,0,0,17,18,3
"8947","PIT",2010,"2010_11_OAK_PIT","PIT","LV",35,3,5,0,4,0,5,0,0,0,3,2,0,1,0,17,18,3
"8948","PIT",2010,"2010_02_PIT_TEN","TEN","PIT",11,19,1,0,0,1,1,4,1,0,0,0,0,1,0,17,18,3
"8949","PIT",2010,"2010_10_NE_PIT","PIT","NE",26,39,4,0,0,0,1,1,1,2,3,0,1,0,0,17,18,3
"8950","PIT",2010,"2010_01_ATL_PIT","PIT","ATL",15,9,1,0,0,0,0,3,0,0,0,1,1,0,0,17,18,3
"8951","PIT",2011,"2011_16_STL_PIT","PIT","LA",27,0,3,0,1,0,3,2,0,0,0,3,1,0,0,22,22,4
"8952","PIT",2011,"2011_05_TEN_PIT","PIT","TEN",38,17,5,1,1,1,5,1,0,0,5,0,1,0,0,22,22,4
"8953","PIT",2011,"2011_10_PIT_CIN","CIN","PIT",17,24,3,0,1,0,3,1,0,0,1,2,1,0,0,22,22,4
"8954","PIT",2011,"2011_01_PIT_BAL","BAL","PIT",35,7,1,1,2,0,1,0,0,0,1,0,3,4,0,22,22,4
"8955","PIT",2011,"2011_14_CLE_PIT","PIT","CLE",14,3,2,1,1,0,2,0,0,0,2,0,1,2,0,22,22,4
"8956","PIT",2011,"2011_15_PIT_SF","SF","PIT",20,3,0,0,1,0,0,1,0,0,0,0,3,1,0,22,22,4
"8957","PIT",2011,"2011_12_PIT_KC","KC","PIT",9,13,1,1,2,0,1,2,0,0,1,0,1,1,0,22,22,4
"8958","PIT",2011,"2011_07_PIT_ARI","ARI","PIT",20,32,3,0,2,0,3,3,0,0,3,0,0,0,0,22,22,4
"8959","PIT",2011,"2011_04_PIT_HOU","HOU","PIT",17,10,1,1,1,0,1,1,0,0,0,1,1,0,0,22,22,4
"8960","PIT",2011,"2011_17_PIT_CLE","CLE","PIT",9,13,1,2,1,0,1,2,0,0,0,1,0,2,0,22,22,4
"8961","PIT",2011,"2011_02_SEA_PIT","PIT","SEA",24,0,3,1,0,0,3,1,0,0,1,2,0,0,0,22,22,4
"8962","PIT",2011,"2011_03_PIT_IND","IND","PIT",20,23,2,0,1,0,2,3,1,0,1,0,1,2,0,22,22,4
"8963","PIT",2011,"2011_09_BAL_PIT","PIT","BAL",20,23,2,0,1,0,2,2,0,0,1,1,1,1,0,22,22,4
"8964","PIT",2011,"2011_06_JAX_PIT","PIT","JAX",17,13,2,0,1,0,2,1,0,0,1,1,0,0,0,22,22,4
"8965","PIT",2011,"2011_08_NE_PIT","PIT","NE",25,17,2,0,0,0,2,3,0,0,2,0,1,0,0,22,22,4
"8966","PIT",2011,"2011_13_CIN_PIT","PIT","CIN",35,7,4,0,2,0,5,0,0,0,2,2,0,0,0,22,22,4
"8967","PIT",2012,"2012_05_PHI_PIT","PIT","PHI",16,14,1,1,1,0,1,3,0,0,1,0,0,0,0,16,22,2
"8968","PIT",2012,"2012_14_SD_PIT","PIT","LAC",24,34,4,1,2,0,3,1,1,0,3,0,1,1,0,16,22,2
"8969","PIT",2012,"2012_12_PIT_CLE","CLE","PIT",20,14,1,0,1,0,2,0,0,0,0,1,3,5,0,16,22,2
"8970","PIT",2012,"2012_06_PIT_TEN","TEN","PIT",26,23,2,0,2,0,2,3,0,0,1,1,1,0,0,16,22,2
"8971","PIT",2012,"2012_01_PIT_DEN","DEN","PIT",31,19,3,2,1,0,1,2,1,0,2,0,1,0,0,16,22,2
"8972","PIT",2012,"2012_16_CIN_PIT","PIT","CIN",10,13,2,1,2,0,1,1,1,0,1,0,2,1,0,16,22,2
"8973","PIT",2012,"2012_17_CLE_PIT","PIT","CLE",24,10,3,0,1,0,3,1,0,0,3,0,0,0,0,16,22,2
"8974","PIT",2012,"2012_15_PIT_DAL","DAL","PIT",27,24,3,0,2,0,3,1,0,0,2,1,1,0,0,16,22,2
"8975","PIT",2012,"2012_11_BAL_PIT","PIT","BAL",10,13,2,1,4,0,1,1,1,0,0,1,1,2,0,16,22,2
"8976","PIT",2012,"2012_10_KC_PIT","PIT","KC",16,13,1,1,0,0,1,3,0,0,1,0,0,1,0,16,22,2
"8977","PIT",2012,"2012_07_PIT_CIN","CIN","PIT",17,24,2,0,2,0,1,3,0,1,1,1,1,1,0,16,22,2
"8978","PIT",2012,"2012_03_PIT_OAK","LV","PIT",34,31,4,2,1,0,4,1,0,0,4,0,0,2,0,16,22,2
"8979","PIT",2012,"2012_13_PIT_BAL","BAL","PIT",20,23,2,0,1,0,2,3,0,0,1,1,2,1,0,16,22,2
"8980","PIT",2012,"2012_08_WAS_PIT","PIT","WAS",27,12,3,2,2,0,3,2,0,0,3,0,0,0,0,16,22,2
"8981","PIT",2012,"2012_02_NYJ_PIT","PIT","NYJ",27,10,3,0,3,0,3,2,0,0,2,1,0,1,0,16,22,2
"8982","PIT",2012,"2012_09_PIT_NYG","NYG","PIT",20,24,4,2,2,0,3,1,1,0,2,1,1,1,0,16,22,2
"8983","PIT",2013,"2013_16_PIT_GB","GB","PIT",31,38,4,2,3,0,5,1,0,0,2,2,1,1,0,15,21,2
"8984","PIT",2013,"2013_08_PIT_OAK","LV","PIT",21,18,2,0,1,0,1,1,0,1,1,1,2,0,0,15,21,2
"8985","PIT",2013,"2013_14_MIA_PIT","PIT","MIA",28,34,3,2,0,0,4,0,0,0,3,0,0,1,0,15,21,2
"8986","PIT",2013,"2013_12_PIT_CLE","CLE","PIT",11,27,2,1,5,0,3,2,0,0,2,0,0,0,0,15,21,2
"8987","PIT",2013,"2013_04_PIT_MIN","MIN","PIT",34,27,3,0,1,0,3,2,0,0,1,2,1,1,0,15,21,2
"8988","PIT",2013,"2013_03_CHI_PIT","PIT","CHI",23,40,4,1,0,0,2,3,2,0,2,0,2,3,0,15,21,2
"8989","PIT",2013,"2013_13_PIT_BAL","BAL","PIT",22,20,3,2,2,0,2,0,0,0,2,1,0,0,0,15,21,2
"8990","PIT",2013,"2013_01_TEN_PIT","PIT","TEN",9,16,1,1,1,0,1,0,0,0,1,0,1,1,0,15,21,2
"8991","PIT",2013,"2013_09_PIT_NE","NE","PIT",55,31,4,3,0,0,4,1,0,0,4,0,2,1,0,15,21,2
"8992","PIT",2013,"2013_11_DET_PIT","PIT","DET",37,27,4,1,2,0,4,3,0,0,4,0,0,0,0,15,21,2
"8993","PIT",2013,"2013_15_CIN_PIT","PIT","CIN",30,20,2,2,1,0,3,3,0,0,1,1,1,0,0,15,21,2
"8994","PIT",2013,"2013_06_PIT_NYJ","NYJ","PIT",6,19,1,0,0,0,1,4,0,0,1,0,0,0,0,15,21,2
"8995","PIT",2013,"2013_02_PIT_CIN","CIN","PIT",20,10,1,0,0,0,1,1,0,0,1,0,1,1,0,15,21,2
"8996","PIT",2013,"2013_07_BAL_PIT","PIT","BAL",19,16,1,0,0,0,1,4,0,0,1,0,0,1,0,15,21,2
"8997","PIT",2013,"2013_17_CLE_PIT","PIT","CLE",20,7,2,0,0,0,2,2,0,0,1,1,2,0,0,15,21,2
"8998","PIT",2013,"2013_10_BUF_PIT","PIT","BUF",23,10,2,0,1,0,2,3,0,0,1,1,1,0,0,15,21,2
"8999","PIT",2014,"2014_14_PIT_CIN","CIN","PIT",21,42,5,0,2,0,4,2,0,1,3,2,0,0,0,17,16,2
"9000","PIT",2014,"2014_10_PIT_NYJ","NYJ","PIT",20,13,1,1,0,0,1,2,0,0,1,0,2,1,0,17,16,2
"9001","PIT",2014,"2014_17_CIN_PIT","PIT","CIN",27,17,2,1,2,0,3,2,0,0,2,0,2,1,0,17,16,2
"9002","PIT",2014,"2014_09_BAL_PIT","PIT","BAL",43,23,6,1,0,0,5,0,0,1,6,0,0,1,0,17,16,2
"9003","PIT",2014,"2014_02_PIT_BAL","BAL","PIT",26,6,0,0,1,0,0,2,0,0,0,0,1,2,0,17,16,2
"9004","PIT",2014,"2014_04_TB_PIT","PIT","TB",24,27,3,1,2,0,3,1,0,0,3,0,0,1,0,17,16,2
"9005","PIT",2014,"2014_06_PIT_CLE","CLE","PIT",31,10,1,2,2,0,1,1,0,0,1,0,1,0,0,17,16,2
"9006","PIT",2014,"2014_07_HOU_PIT","PIT","HOU",30,23,3,0,2,0,3,3,0,0,3,0,0,1,0,17,16,2
"9007","PIT",2014,"2014_11_PIT_TEN","TEN","PIT",24,27,2,0,0,0,3,2,0,0,1,1,1,0,0,17,16,2
"9008","PIT",2014,"2014_16_KC_PIT","PIT","KC",20,12,2,0,0,0,2,2,0,0,1,1,0,0,0,17,16,2
"9009","PIT",2014,"2014_01_CLE_PIT","PIT","CLE",30,27,3,1,2,0,3,3,0,0,1,2,1,0,0,17,16,2
"9010","PIT",2014,"2014_05_PIT_JAX","JAX","PIT",9,17,1,0,2,0,2,1,0,0,1,0,0,1,0,17,16,2
"9011","PIT",2014,"2014_03_PIT_CAR","CAR","PIT",19,37,4,1,1,0,4,3,1,0,2,1,0,1,0,17,16,2
"9012","PIT",2014,"2014_15_PIT_ATL","ATL","PIT",20,27,2,0,2,0,3,2,0,0,0,2,0,0,0,17,16,2
"9013","PIT",2014,"2014_08_IND_PIT","PIT","IND",51,34,6,1,1,0,7,0,0,0,6,0,0,2,0,17,16,2
"9014","PIT",2014,"2014_13_NO_PIT","PIT","NO",32,35,3,1,1,0,1,3,0,2,2,1,2,0,0,17,16,2
"9015","PIT",2015,"2015_03_PIT_STL","LA","PIT",6,12,1,0,2,0,0,2,0,0,0,1,1,0,0,17,21,1
"9016","PIT",2015,"2015_14_PIT_CIN","CIN","PIT",20,33,2,0,1,0,3,4,0,0,0,2,1,0,0,17,21,1
"9017","PIT",2015,"2015_04_BAL_PIT","PIT","BAL",20,23,2,2,2,0,2,2,0,0,1,1,0,0,0,17,21,1
"9018","PIT",2015,"2015_09_OAK_PIT","PIT","LV",38,35,4,2,3,0,3,3,0,1,2,2,1,0,0,17,21,1
"9019","PIT",2015,"2015_15_DEN_PIT","PIT","DEN",34,27,4,0,4,0,4,2,0,0,3,1,2,0,0,17,21,1
"9020","PIT",2015,"2015_02_SF_PIT","PIT","SF",43,18,6,0,2,0,3,0,0,2,3,3,0,0,0,17,21,1
"9021","PIT",2015,"2015_07_PIT_KC","KC","PIT",23,13,1,2,1,0,1,2,0,0,1,0,2,1,0,17,21,1
"9022","PIT",2015,"2015_10_CLE_PIT","PIT","CLE",30,9,3,1,0,0,1,3,0,1,3,0,1,1,0,17,21,1
"9023","PIT",2015,"2015_12_PIT_SEA","SEA","PIT",39,30,3,1,1,0,1,3,0,1,1,2,4,0,0,17,21,1
"9024","PIT",2015,"2015_13_IND_PIT","PIT","IND",45,10,4,0,0,0,4,3,0,1,4,0,0,2,0,17,21,1
"9025","PIT",2015,"2015_17_PIT_CLE","CLE","PIT",12,28,3,0,1,0,2,2,0,1,3,0,2,1,0,17,21,1
"9026","PIT",2015,"2015_16_PIT_BAL","BAL","PIT",20,17,2,2,1,0,2,1,0,0,0,2,2,1,0,17,21,1
"9027","PIT",2015,"2015_05_PIT_SD","LAC","PIT",20,24,2,0,6,0,3,1,0,0,1,1,1,0,0,17,21,1
"9028","PIT",2015,"2015_06_ARI_PIT","PIT","ARI",25,13,2,0,1,0,1,4,0,0,2,0,0,0,0,17,21,1
"9029","PIT",2015,"2015_08_CIN_PIT","PIT","CIN",10,16,1,0,3,0,1,1,0,0,1,0,3,0,0,17,21,1
"9030","PIT",2015,"2015_01_PIT_NE","NE","PIT",28,21,2,2,0,0,1,2,0,1,1,1,1,0,0,17,21,1
"9031","PIT",2016,"2016_02_CIN_PIT","PIT","CIN",24,16,3,1,5,0,3,1,0,0,3,0,2,0,0,18,19,3
"9032","PIT",2016,"2016_01_PIT_WAS","WAS","PIT",16,38,5,2,0,0,5,1,0,0,3,2,1,0,0,18,19,3
"9033","PIT",2016,"2016_07_NE_PIT","PIT","NE",16,27,1,2,1,0,1,3,0,0,1,0,1,1,0,18,19,3
"9034","PIT",2016,"2016_14_PIT_BUF","BUF","PIT",20,27,3,1,1,0,3,2,0,0,0,3,3,0,0,18,19,3
"9035","PIT",2016,"2016_05_NYJ_PIT","PIT","NYJ",31,13,4,1,3,0,4,1,0,0,4,0,0,1,0,18,19,3
"9036","PIT",2016,"2016_16_BAL_PIT","PIT","BAL",31,27,4,0,1,0,4,1,0,0,3,1,2,0,0,18,19,3
"9037","PIT",2016,"2016_12_PIT_IND","IND","PIT",7,28,4,0,1,0,4,0,0,0,3,1,0,0,0,18,19,3
"9038","PIT",2016,"2016_15_PIT_CIN","CIN","PIT",20,24,1,0,1,0,0,6,0,0,1,0,0,0,0,18,19,3
"9039","PIT",2016,"2016_10_DAL_PIT","PIT","DAL",30,35,4,0,2,0,0,2,0,0,3,1,0,0,0,18,19,3
"9040","PIT",2016,"2016_06_PIT_MIA","MIA","PIT",30,15,2,1,2,0,1,0,0,1,1,1,2,0,0,18,19,3
"9041","PIT",2016,"2016_03_PIT_PHI","PHI","PIT",34,3,0,2,1,0,0,1,0,0,0,0,1,1,0,18,19,3
"9042","PIT",2016,"2016_13_NYG_PIT","PIT","NYG",24,14,2,1,2,0,1,3,0,0,2,0,1,1,0,18,19,3
"9043","PIT",2016,"2016_04_KC_PIT","PIT","KC",43,14,6,0,1,0,5,0,0,1,5,1,0,0,0,18,19,3
"9044","PIT",2016,"2016_09_PIT_BAL","BAL","PIT",21,14,3,2,2,0,2,0,0,0,1,1,1,0,0,18,19,3
"9045","PIT",2016,"2016_11_PIT_CLE","CLE","PIT",9,24,1,1,0,0,1,3,0,1,0,1,0,0,0,18,19,3
"9046","PIT",2016,"2016_17_CLE_PIT","PIT","CLE",27,24,4,2,2,0,3,0,0,0,3,1,1,1,0,18,19,3
"9047","PIT",2017,"2017_05_JAX_PIT","PIT","JAX",9,30,2,0,2,0,0,3,2,0,0,0,5,0,0,23,22,2
"9048","PIT",2017,"2017_01_PIT_CLE","CLE","PIT",18,21,2,0,0,0,3,0,0,0,2,0,1,0,0,23,22,2
"9049","PIT",2017,"2017_11_TEN_PIT","PIT","TEN",40,17,4,1,1,0,4,4,0,0,4,0,0,0,0,23,22,2
"9050","PIT",2017,"2017_02_MIN_PIT","PIT","MIN",26,9,2,0,2,0,2,4,0,0,2,0,0,0,0,23,22,2
"9051","PIT",2017,"2017_17_CLE_PIT","PIT","CLE",28,24,4,2,2,0,4,0,1,0,1,2,1,1,0,23,22,2
"9052","PIT",2017,"2017_10_PIT_IND","IND","PIT",17,20,2,0,3,0,0,2,0,1,2,0,1,0,0,23,22,2
"9053","PIT",2017,"2017_14_BAL_PIT","PIT","BAL",39,38,4,0,0,0,3,4,0,0,2,2,0,0,0,23,22,2
"9054","PIT",2017,"2017_07_CIN_PIT","PIT","CIN",29,14,2,3,0,0,2,5,0,0,2,0,0,0,0,23,22,2
"9055","PIT",2017,"2017_06_PIT_KC","KC","PIT",13,19,2,0,2,1,2,1,0,0,1,1,1,0,0,23,22,2
"9056","PIT",2017,"2017_13_PIT_CIN","CIN","PIT",20,23,2,1,3,0,2,3,0,0,2,0,1,0,0,23,22,2
"9057","PIT",2017,"2017_04_PIT_BAL","BAL","PIT",9,26,3,0,1,0,2,2,0,0,1,2,1,0,0,23,22,2
"9058","PIT",2017,"2017_08_PIT_DET","DET","PIT",15,20,2,0,2,0,2,2,0,0,1,1,1,1,0,23,22,2
"9059","PIT",2017,"2017_03_PIT_CHI","CHI","PIT",23,17,2,0,3,0,2,1,0,0,1,1,0,1,0,23,22,2
"9060","PIT",2017,"2017_12_GB_PIT","PIT","GB",31,28,4,1,3,0,2,1,0,1,4,0,2,1,0,23,22,2
"9061","PIT",2017,"2017_16_PIT_HOU","HOU","PIT",6,34,4,0,1,0,4,2,0,0,2,2,0,0,0,23,22,2
"9062","PIT",2017,"2017_15_NE_PIT","PIT","NE",24,27,3,0,1,0,3,1,0,0,2,1,1,0,0,23,22,2
"9063","PIT",2018,"2018_15_NE_PIT","PIT","NE",17,10,2,0,1,0,2,1,0,0,2,0,2,0,0,26,27,3
"9064","PIT",2018,"2018_14_PIT_OAK","LV","PIT",24,21,3,1,2,0,3,0,0,0,2,1,1,0,0,26,27,3
"9065","PIT",2018,"2018_05_ATL_PIT","PIT","ATL",41,17,5,0,2,0,5,0,0,0,3,2,1,0,0,26,27,3
